City Name,Hotel Name in TBO,TBO hotel code,Hotel Name in TUI,TUI code,Check In Date,Check Out Date,cheapest Rate in TBO SRP,Cheapest rate in TUI SRP,Supplier in TUI,Date run on,No of adults,No Children,Meal,Room Type TBO,Room type in TUI
London,Atrium Hotel Heathrow,1850412,Atrium Hotel Heathrow,809797,00:00.0,00:00.0,24779,25493.87,HotelsBed,16:53.7,2,0,NULL,"Standard Double or Twin Room (1 Bedroom),2 Twin Beds,NonSmoking",DOUBLE STANDARD
London,Fusion Apartments,Prices Not Available,Fusion Apartments,Prices Not Available,00:00.0,00:00.0,NULL,NULL,,16:55.3,2,0,NULL,,
London,Avant Garde Apartments,Prices Not Available,Avant Garde Apartments,Prices Not Available,00:00.0,00:00.0,NULL,NULL,,16:57.0,2,0,NULL,,
London,Altitude Apartments,Prices Not Available,Altitude Apartments,Prices Not Available,00:00.0,00:00.0,NULL,NULL,,16:58.8,2,0,NULL,,
London,Baltimore Wharf Apartments,Hotel Not Found.,Baltimore Wharf Apartments,Prices Not Available,00:00.0,00:00.0,NULL,NULL,,17:00.5,2,0,NULL,,
London,Lincoln Plaza Two-Bedroom Apartments,Hotel Not Found.,Lincoln Plaza Two-Bedroom Apartments,Prices Not Available,00:00.0,00:00.0,NULL,NULL,,17:02.9,2,0,NULL,,
London,Shoreditch Square Apartments,Hotel Not Found.,Shoreditch Square Apartments,Prices Not Available,00:00.0,00:00.0,NULL,NULL,,17:04.6,2,0,NULL,,
London,Lincoln Plaza One-Bedroom Apartments,Hotel Not Found.,Lincoln Plaza One-Bedroom Apartments,Prices Not Available,00:00.0,00:00.0,NULL,NULL,,17:06.2,2,0,NULL,,
London,Cleveland Residences Apartments,Hotel Not Found.,Cleveland Residences Apartments,809962,00:00.0,00:00.0,NULL,58753.89,HotelsBed,17:08.9,2,0,NULL,,APARTMENT One-Bedroom 2-Pax
London,Access Canada Water,Hotel Not Found.,Access Canada Water,Prices Not Available,00:00.0,00:00.0,NULL,NULL,,17:10.5,2,0,NULL,,
London,Chancery Lane Apartments,Prices Not Available,Chancery Lane Apartments,Prices Not Available,00:00.0,00:00.0,NULL,NULL,,17:13.5,2,0,NULL,,
London,Emerson Court  Apartments,Prices Not Available,Emerson Court  Apartments,Prices Not Available,00:00.0,00:00.0,NULL,NULL,,17:15.1,2,0,NULL,,
London,Lexicon Apartments,Hotel Not Found.,Lexicon Apartments,Prices Not Available,00:00.0,00:00.0,NULL,NULL,,17:16.8,2,0,NULL,,
London,Angel Serviced Apartments,Hotel Not Found.,Angel Serviced Apartments,Prices Not Available,00:00.0,00:00.0,NULL,NULL,,17:18.5,2,0,NULL,,
London,Globeview Apartments,Hotel Not Found.,Globeview Apartments,Prices Not Available,00:00.0,00:00.0,NULL,NULL,,17:20.1,2,0,NULL,,
London,Lincoln Plaza Studio Apartments,Hotel Not Found.,Lincoln Plaza Studio Apartments,Prices Not Available,00:00.0,00:00.0,NULL,NULL,,17:22.2,2,0,NULL,,
London,Farringdon Apartments,Prices Not Available,Farringdon Apartments,Prices Not Available,00:00.0,00:00.0,NULL,NULL,,17:23.9,2,0,NULL,,
London,Heathrow One-Bedroom Apartments,Hotel Not Found.,Heathrow One-Bedroom Apartments,Prices Not Available,00:00.0,00:00.0,NULL,NULL,,17:25.5,2,0,NULL,,
London,Marlin Apartments Empire Square,1279365,London Square Apartments,Prices Not Available,00:00.0,00:00.0,50155,NULL,,17:27.2,2,0,NULL,studio standard,
London,St George Wharf Apartments,Hotel Not Found.,St George Wharf Apartments,809980,00:00.0,00:00.0,NULL,73425.59,HotelsBed,17:29.9,2,0,NULL,,APARTMENT ONE BEDROOM 2-PAX
